Id,EssaySet,Score1,Score2,EssayText
5975,3,1,1,"Pandas in China are similar to koalas in Australia because they have very selective diets. The panda only eats bamboo leaves and the koala eats nothing but eucalyptus leaves. These animals are also considered specialist. A specialist is China's panda, Which eats nothing but bamboo or Australia's koala bear, which eats eucalyptus leaves almost exclusively. These animals differ from the python by the fact that the python is considered a generalist, a creature that live almost anywhere. ""A generalist is a raccoon, a python, a cockroach..."""
5976,3,1,1,"Pandas in China & koalas in Australia are similar because they are both "" Specialist"" meaning they only it one thing that can only be found in their habitat. They are different than a python because pythons are ""generalists"" which means they can live anywhere with the assistance of technology."
5977,3,1,1,Pandas in China are very similar to koalas in Australia. They both have a very limited food supply. For example: pandas eat almost nothing but bamboo and koala eat eucalyptus leaves almost exclusively. They are different then pythons because pythons need aint no food.
5978,3,0,0,China's panda and the Australian koala are similar because they are vegetarians and only eat plants but the python is a reptile and is a carnivore.
5981,3,2,1,Koalas are similar to pandas because they are both specialists meaning they need a specific diet and would not last long in other parts of the world. They are both different from pythons because pythons are generalists and can live in a multitude of places.
5982,3,0,0,Panda and koala eat very little. A python on the other hand swallowed an alligator but then explored.
5983,3,0,0,"A specialists in China's panda, which eats almost nothing but bamboo, or Australia's Koala beer. A python swallowed an alligator they eat totally different things."
5985,3,1,1,Pandas and Koalas both only eat one thing the Panda eats bamboo and Koalas eat eucalyptus leaves. They are both different from pythons because pythons eat almost any animal that can fit their mouth.
5986,3,1,2,Pandas in China are similar to koalas in Australia because they are both specialists. Koalas  eat primarily eucalyptus leaves and pandas eat mainly bamboo. They are both different from pythons because pythons are generalists. They will eat anything from mice to alligators like the article said.
5987,3,0,0,"Pandas in China are different from koalas in Australia because panda's eat bamboo and koalas eat grass back of trees and barries. The panda and koalas of different from a python because panda, and koalas are harvabores, and the python is a canovor."
5988,3,1,1,"Pandas in China are similar to koalas in Austrailia because they are both ""specialists."" This means that they most likely wouldn't survive in any other habitat. They are both different from pythons because pythons are ""generalists"" which means that they can flourish in multiple and many possible places in the world."
5989,3,0,0,Well China's pandas eat only bamboo and Australia koala eat just leaves so they both eat plants. The both differ from pythons because pythons eat meat and don't have legs the other to eat plants have 4 legs.
5990,3,2,1,"Pandas in China are similar to Koalas in Australia is that they are both specialist that eat almost nothing except plants. Meanwhile a python which is a generalist is a carnivorous animal. For example, in the article it talks about how a python had tried swallowed a crocodile but instead exploded."
5992,3,0,0,"Both China's panda and Australia's koala bear eat leaves, that is a similar but both of them are different from a python who need warm climate to stay alive, but a panda or koala bear have far a keep warm. Also pythons are cold blooded keep warm from the sun and hot area's."
5993,3,1,1,"Pandas in China are similar to koalas in Australia because they are both specialist. Pandas eats almost nothing but bamboo and koala eats eucalyptus leaves almost exclusively. They are different from the pythons because a python eats a variety of different things. "" A specialist is china's panda which eats almost nothing but bamboo, or Australia's koala, which eats eucalyptus."""
5994,3,0,0,"Pandas and koalas are both similar when it come to eating almost nothing. And when it come to where they have to live so they won't die. They both are very different to pythons because pythons can live anywere for example arid, rainy, sunny places on like pandas and koalas."
5995,3,0,0,The China panda and Australia's koala are similar because they are both bears. The pythons are different from them because they are snakes and they don't eat plants and leaves.
5996,3,1,1,"A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear which eats eucalyptus leaves almost exclusively. He think that mankind has chosen to make earth a rapidly changing place."
5997,3,2,2,Pandas and koalas are both similar because they are specialists or only eat a very limited variety in foods. Pythons on the other hand are generalists which means they are less picky in their food choices. Pythons can adapt to many different environment and eat a variety of foods.
5999,3,1,2,"Pandas and koalas would have great difficulty living in new places since they exclusively eat bamboo and eucalyptus, according to the article. Unlike pandas and koalas, cobras can eat variety of different food, and can therefore live in more areas."
6001,3,1,1,Panda's in China are similar to koala's in Australia because they are both animals that have adapted to their surrounding area. they became acustom to their climates. They also eat only Florida from their known areas. They are different from pythons because pythons can go and eat anything where panda's can only eat bamboo and koalas can only eat eucalyptus.
6002,3,2,2,"Pandas in China and koalas in Australia are both specialists while pythons are generalists. Pandas and koalas are also similar in the fact that they eat one thing, almost exclusively pandas eat bamboo and koalas eat eucalyptus leaves. Pythons, on the other hand, eat a variety of food; rats, other rodents, and even tried to eat an alligator, but it exploded in the process. Pandas and koalas also are confined to one part of the world, while pythons are now in many."
6003,3,1,1,"Panda's in China and koala's in Austria are different from pythons because the story says, ""A specialist is China's panda wich eats almost nothing but bamboo..""(P 21) This quote show pandas eat nothing but bamboo and stay in China pythons move around and eat different things."
6004,3,1,1,"Panda's in China only eat bamboo. Koala in Australia almost exclusively eat eucalyptus leaves. They are both specialists. Pythons, on the other hand are generalists. They can live anywhere. Koalas and Panda are restricted to their respective homes because of food according to the article."
6005,3,1,1,The pandas from China are similar to koalas in Australia because they only live in hot weather and they both eat plants. They are both different to pythons by a python is a generalist and a panda and koala are specialist. Pythons can live where they want but pandas and koalas cant.
6007,3,1,1,Panda's and koala's are both specialists and eat only 1 food or plant. A python who is a generalist eats any living thing compared to just one food.
6009,3,2,1,"Pandas are koalas are both specialists meaning they have very little range if food they eat. For instance, panda eat mainly bamboo and koalas eat mainly eucalyptus which native to their homeland of China and Australia respectively pythons are generalists meaning that they can adapt to most living conditions.This is the main focus of paragraph 19 through 21."
6010,3,1,1,Koalas live only in Australia and eat the eucalyptus leaves almost exclusively and the panda lives in China and eats almost nothing but bamboo. The pythons though are addapting all over the U.S to different environment unlike the animals above.
6012,3,1,1,Pandas and koalas can only live in a small section of the globe. Pandas can only live in China and koalas can only live in Australia. Pythons can live in any warm area of the world as long as it has forested areas. Pythons can live in a third of the continental United States.
6013,3,1,1,"Both China's panda and Australia's koala are specialist. The panda eats almost nothing but bamboo, and the koalas which only eats eucalyptus leaves. The python is a generalist that lives in the United States. It has a wide variety of food and creature that it eats."
6014,3,2,2,"Pandas and koalas are both described in this article as ''specialist'' species meaning they need very specific aspects of their lives to be fulfilled in order to survive. An example of this is the panda eating nothing but bamboo. Both the panda and koalas differ from pythons because pythons are ''generalists'', not ''specialist''. Pythons can live in a wider variety of places and eat a vast selection of  prey, where as the panda and koala cannot."
6015,3,1,1,The panda eats only bamboo and the Australian koala eats eucalyptus leaves most of the time compared to the snakes they eat all types of animals.
6016,3,1,1,"Pandas in China are similar to koalas in Australia because they are born specialists. They both like stability, unlike the python these animals are different than pythons because pythons are generalists. Generalists like change and can live almost everywhere. Specialists such as panda and koala cannot."
6017,3,1,1,Pandas and koalas are a lot alike they both are bear that don't eat meat pandas eat bamboo and koalas eat eucalyptus these are the only things two eat most of the time unlike a pythons that and pick an will almost eat anything.
6018,3,1,1,"Pandas in China are similar to koalas in Australia in the way they both eat almost nothing but one plant. Pandas eat bamboo and koalas eat eucalyptus. The panda and koala differ from pythons because pythons eat mostly other animal. As the article said, snakes are endangering five species in Florida keys."
6019,3,0,0,"pandas in China are similar to Koalas in Australia because they both eat alot, are cute and not very scary. They are both very different from pythons because although they can be pets they also scary. For example, Everglades in 2005,"" A python swallowed an alligator. ""I don't think either a panda or koala would even try and eat an alligator. Although python are tracked I would still be aware of what they can do."
6021,3,1,1,"The differences between a python and a China panda/Australia's koala is that, panda and koala's eat bamboo and eucalyptus while a python would rather eat other animals such as aligators."
6022,3,2,2,"In China, the pandas diet consist of bamboo and in Australia the koala eats eucalyptus leaves. If the panda or koala were placed somewhere else they would  not have the food they need in order to survive. A python is more adaptable. It can eat common animals like birch and dents. A pythons diet consists of almost anything it can fit in its mouth."
6023,3,1,1,Pandas in China are similar to Koalas in Australia because both the Panda and Koala only really have one source of food. The Panda eats bamboo and the Koala eats eucalyptus leaves.
6027,3,1,1,Koala in Australia and Panda in China are very similar because they're both specialists. Since they are both specialists they both are particular about what they eat. The Koala exclusively eats eucalyptus leaves and the panda eats almost nothing but bamboo.
6028,3,2,2,"Pandas in China are similar to koalas in Australia, as they are both specialists. This means that they only eat one type of food making it harder for them to adapt to new climates. There specialists greatly differ from pythons b/c pythons can adapt easier, as they can survive by eating almost anything. Animal similar to pythons,racroans and cockroaches are called generalists as they eat a wider variety of food and can survive almost changing conditions."
6029,3,1,1,"Pandas in China are similar to koalas in Australia,because according to the article, it mentions that pandas and koalas are both specialists. It mentions that pandas in China eats eats almost nothing but bamboo, and koala in Australia eats almost nothing but eucalyptus leaves."
6030,3,0,0,"Pandas in China are similar to Koalas in Australia because both animals do best around humans. But, they are both different from pythons because the pythons are less well inspectat  or supported then panda and the Koala."
6032,3,0,0,"Pandas in China are similar to koalas in Australia because they are both bears, but they are different because pandas in China eat bamboo, and kolas in Australia eats eat eucalyptus leaves. According to the text in paragraph 21, it states "" A specialist is china's panda which eats almost nothing but bamboo or Australia koala bear, which eats eucalyptus leaves almost exclusively."
6033,3,1,1,"Pandas and koalas are both specialists. They aren't spreading around the world and are different from pythons because pythons are dangerous and spreading. ""A specialist is China's panda, which eats almost nothing but bamboo."" (5). This tells us pandas can't adapt to other places like pythons."
6034,3,0,1,"Pandas and koalas are similar because niether one of them eat meat they both are vegetarians. Pythons eat meats and because their abilities they eat big things, cleans, ant-eaters, stuff like that not to mention pythons forge and attributes."
6036,3,1,1,"Pandas in China are similar to Koalas in Australia because they are both specialist. In the article it describes a specialist as, ""China's panda...or Australia's Koala."" Pandas mostly eat bamboo and Koalas mostly eat eucalyptus. These animals must be in their type of environment to survive, whereas pythons can live and survive in many different areas."
6038,3,1,1,"Pandas in China and koalas in Australia are alike because they both only eat one thing and could not live where that food is unavailable they're different from pythons because a python will eat anything, the article over said it with a alligator."
6039,3,1,0,"Pandas in China are similar to koalas in Australia because they both eat a type of plant: there different from pythons because in the article it says ""A python swallowed an alligator: there not a delicate way to put it, exploded."" Pandas & koalas would not be able to fit that in their mouth, so their eating habits are different."
6040,3,0,1,Panda's and koala's are similar because they eat tree's and python's eat anything they see because their hungry. Panda's and koala's don't kill animals but python's spit's venon at an animal or human. Panda's and koala's are friendly and python's are evil.
6041,3,0,1,"Pandas an koalas are diffrent from pythons because. In the article it says that pandas an koalas are specialist species and the python is a generalist. Also pandas an koalas eat leave a n bamboo and they python eats mice, for example the python has been eating the endangered species Key largo wood rats."
6042,3,1,2,"They are both similar to each other in that they are both specialists. What that means is they can only eat very particular things and are not accostomed to change. Whereas a python is a generalists which means they can survive with rapid change, for example living from different climates with different food sources."
6043,3,1,1,China's Panda and Australia's Koala are both specialist. They can only live in one place because they need to eat what is in that area. They are not like the python because it is a generalist. It can live anywhere and withstand many different climates.
6044,3,1,1,"Panda mostly eat bamboo and koalas mostly eat eucalyptus leaves. They both mainly eat multiple animals such as cows, tigers, alligators and wolves spreading around the world can be dangerous especially for humans."
6046,3,0,0,Pandas and koalas are similar because they both eat ucolyptus sap and they are both different from pythons because pythons eat other animals and koalas and pandas don't.
6047,3,0,0,In this article panda's and Koala's are compared similar because they are both specialists. Their population numbers are below a lot or other animals and are more exotic pythons are easier to live each though they do count as an exotic pet.
6050,3,1,1,"Pandas in China are similar to koalas in Australia because they are both specialist. The article further explains by saying, ""China's panda, which eats almost nothing but bamboo"" & later stating, ""Australia's koala bear, which eats eucalyptus leaves"". They differ from pythons because pythons are generalists."
6051,3,1,0,Pandas in China are different from koalas in Australia because pandas eat allmost nothing but bamboo and koalas eat eucalyptus leaves. They are both different from pythons because of the environment they live in and the different kinds of foods each animal eats.
6052,3,2,2,China's Panda is similar to Australia's Koala because they both only live on one main food. The panda mainly eats bamboo as the Koala maily eat eucalyptus leaves. These 2 animals differ from pythons because they are considered specialists as pythons are generalists. A specialist can only live in one place where as a generalist can live almost anywhere.
6053,3,1,1,Pandas and koalas are similar because they are both dependent on a certain food source where as pythons can adapt to the type of food they eat.
6054,3,1,1,The panda and that koala are both specialists and that means they are very selective. For example the article talks about how panda in china only eat bambo and the Australian koala only eats eucalyptus
6055,3,1,1,Pandas from China and koalas are similar because
6056,3,1,0,Pandas in China only eat bamboo like koalas that only eat eucalyptus. Pythons eat anything.
6058,3,0,0,"China's pandas and Australia's koalas are similar because they both don't eat a very wide variety of food. Panda's eat nothing but bamboo and koala bears eat eucalyptus leaves rarely. In order for generalists (pandas and koala bears) to survive they need change, they need to move to a different habitat and eat different things. But the specialists (snakes) can remain in the same environment."
6059,3,0,0,"Panda's only eat bamboo, which means they are harmless. Also, Koala's eat eucalyptus leaves almost all the time, unlike pythons. Pandas and Koalas are completely harmless."
6060,3,2,2,"Pandas in China and koalas in Australia are similar in the way that they only eat one type of food. They are specialists, which can only survive in certain areas that can support their diet and lifestyle. Pythons, meanwhile can eat just about anything that they can get their claws on. They are generalists, and they can usually adapt to any change in their immediate environment as long as its similar to its natural environment."
6064,3,1,1,"Pandas in China and koalas in Australia are similar because they eat only one food the most, pandas eat bamboo and koalas eat eucalyptus leaves. They are both different from pythons because they both have there own specialist."
6066,3,1,1,The panda in China are similar to the koalas in Australia because they both are creatures of habit (specialists) and they eat the certain plants that are found in their country. Pythons are different because they are generalist and can adapt. And earth is changing rapidly.
6067,3,1,1,"A panda from china and a koala bear from Australia are similar because they both only eat one type of food the article says that the panda only eats bamboo and the koala bear only eats eucalyptus leaves. They are different from pythons because they are like ""human beings,"" says the article"
6069,3,1,1,Panda's in China are similar to koalas in Australia by both of them being specialists. By pandas eating bothing but bamboo and koalas eating eucalyptus leaves almost exclusively. They're both different from pythons by a python being a generalist and being able to live anywhere from Florida to everglasde to outerspace and koala and panda's being specialists.
6073,3,1,1,Pandas in China are the same as koalas in Australia because both species are specialists and both eat's almost nothing else but one thing which is bamboo for the panda an eucalyptus leaves for the koala. Both these species are different from the python because the python isn't a specialist it is a generalist.
6074,3,0,0,"This story about one man's pet, another's invasive species angry because, ""A snake like, that, coming at you'd leave him alone"". First I help him, after the snake come to beat him. I tong with MacInnes to some place that I now that and can kil on."
6075,3,0,0,"In China and Australia specialist mostly eat things like bamboo or even eucalyptus, which it's as dangerous as putting a python."
6076,3,1,1,"Pandas and koalas cannot live in other habitats other than their own, because it isn't a suitable environment. They can only live where these food source is. Pythons, however, are more general in their area. They need a warm environment and past that they're more adaptable."
6077,3,2,2,"Pandas in China and Koalas in Australia are similar because they are both specialist animals,which  means that they eat, almost exclusively, one specific type of food and can only live in one area. Whereas, pythons have a much larger diet and con eat almost anything. Therefore, they can live in many areas and are called generalists."
6078,3,0,0,China's panda and Australian koala are alike because they both are specialists. The are different from pythons because a python is a generalist not specialists.
6079,3,1,1,"Both panda's and koalas are mostly the same because they've both been taught that they won't have too fight for food or find it. Pandas only eat bamboo and koalas only eat eucalyptus leaves. They are different from pythons because pythons eat a variety of foods, only meat. That's what they are called generalists because they eat a general variety of food."
6080,3,1,1,The pandas in China are similar to the koalas in Australia because they are both specialist animals. They also only eat one thing. That one thing for pandas is bamboo while the koala bears eats eucalyptus leaves almost exclusively. They are different from pythons because they are not pets.
6081,3,1,1,"Pandas only eat bamboo and koalas eat eucalyptus leaves. They only eat one thing, when pythons eat everything from ""rats"" to ""aligators""."
6082,3,1,1,"Pandas in China are similar to koalas in Australia because they are both specialists, meaning they only survive off of  eating one thing, such as bamboo or eucalyptus leaves. However they differ from pythons because pythons are generalists, meaning that with ''the assistance of technology they can live anywhere from Florida to Antarctica to outer spaces.''"
6085,3,2,2,"Pandas in China are similar to koalas in Australia because they could only survive in those places. In the article it says China's panda eat almost nothing but bamboo or Australia's koala bear, which eats eucalyptus leaves almost exclusively. They are different from pythons because they are spread all over the world in warm climates because they eat anything."
6086,3,2,2,"Pandas in China are very similar to koalas in Australia. Both eat one food almost exclusively - the pandas eat bamboo and the koalas eat eucalyptus leaves - and stay confined to their overseas environments. Pythons, on the other hand, are different. They are reptiles, and they are generalists as opposed to the others, who are specialists.Pythons can live in a variety of climates and eat a variety of foods."
6087,3,2,1,"Both China's pandas and Australia's koala bears are specialists. these two animals cannot really adapt  to any environment too easily. The article state  that the panda eats almost nothing but bamboo and the koala bear eats eucalyptus leaves exclusively. These two animals are different than pythons who, according to the article, are generalists and can adapt to almost any environment."
6089,3,1,1,"Both pandas in China and koalas are different than pythons because pandas eat ''almost nothing but bamboo, or Australia's koala bear which eats eucalyptus leaves almost exclusively,'' these animals eat only plants and dont attack, however a python ate an alligator which is stronger than humans and could kill us!"
6091,3,2,1,"Pandas in China and koalas in Australia are unlike pythons because pandas and koalas need extremely specific thing to live such as eating nearly only bamboo or eucalyptus leaves. They have a had time adapting to new places. The needs of pythons are different because they are a generalist species and can live almost anywhere with the right materials, which can be found in most places on earth, where as the panda & koala need specific things that are found in only one area."
6092,3,1,2,"Pandas and koalas are both specialist animals meaning they only eat one exclusive thing or live in one exclusive area. Pythons are generalists, they eat many different things & can live in a large selection of habitats."
6094,3,1,1,Pandas in China and koalas in Australia are very similar to each other in many ways. For example the panda eats bamboo and basicly nothing else as the same for the koala but they eat eucalyptus leaves. Both eat one type of food and stay with it unlike python that can eat anything and everytime. What I men is it can eat a rat the next time it can eat a crocodile or another python.
6095,3,0,0,"Pandas in China are similar to koalas in Australia because they are both mammals. They both eat same kind of plant life and they're both viewed as harmless creatures. Pythons, on the other hand, are reptiles. They are carnivores, they like meat. People see pythons us dangerous, vicious animals."
6096,3,2,2,"Pandas from China and Koalas from Australia are quite similar in the fact that they can only eat food from one source and, therefor, can only live in one environment. They are different from pythons however, because pythons are more invasive and can adapt easily to new diets."
6097,3,1,1,Pandas and koalas are similar because for the most part they aren't harmful and simply adapted to one type of environment. But pythons can adapt to multiple environments and and highly more dangerous then panda and koala bears.
6098,3,0,0,Cause they look the same and there different cause ones lazier than the others and the panda eats nothing but bamboo and the koala bear eats eucalyptus leaves.
6100,3,0,0,"China's pandas and Australia koalas are different from pythons because pythons dont have fur, they have scales. Pandas and koalas know how to defend themselves in the wild and what food they can eat."
6101,3,1,1,Panda's in China are different from koalas in Australia because pandas in China eats almost nothing but bamboo but koalas eats eucalyptus leaves almost exclusively but the pythons would eat everything.
6102,3,0,1,"Pandas and koalas are similar to pythons because they both live in their own places. In the text it said ""generalist can live anywhere from Florida to Antarctica to outer space and China's panda or Australia's koala"". They are different because pythons live anywhere with technology where as China pandas and Australia koala bears live in their natural habitat."
6103,3,1,1,"Pandas and koala bears differ from pythons because they only eat plants. Pandas eat nothing but bamboo, koala eats eucalyptus leaves almost exclusively. Pythons eat other animals like rats, and even tried eating an alligator."
6104,3,1,1,Pandas in China are similar to koalas of Australia because they both are very exclusive to the environments they live in. For example pandas only eat bamboo and koalas only eat eucalyptus leaves more than anything else. These two animals are different from pythons because they are not invasive species that could potentially cause harm to their surroundings or other animals.
6105,3,0,0,Pandas are similar to koalas because they are both bears and have similar diets. They are both different from the pythons because they are not even close to the some spices.
6106,3,1,0,"China's panda eats nothing but bamboo and th Australian koalas bear eats eucalyptus leaves almost exclusively, ancording to paragraph 21.These two are different from a python because a python is a  canivore (meat eater) and it also swallow it's food."
6107,3,1,1,Pandas in China are similar to koalas in Australia because they both just eat bamboo and eucalyptus leave all day as it says on page 5. This differs from a python because they eat meat can possibly hurt someone.
6109,3,1,1,"Pandas and Koala both eat onlyone thing. A python will eat just about anything, in the article it said one even tried to eat an alligator."
6111,3,1,1,"Pandas and koalas are similar because they both eat a type of plant "" Panda which eats almost nothing but bamboo"" and koala bear which eats "" eucalyptus leaves"" They are both different from pythons because pythons eat meat. They can even eat a ""alligator"" but it exploded."
6112,3,1,1,"Pandas in China are similar to koalas in Australia because pandas eat really but bamboo, and koalas eats eats eucalyptus leaves. Unlike the python does not eat meat. A quote that supports this is ""A python swallowed an alligator""."
6114,3,2,2,"Pandas in China and koalas in Australia are both specialist, which means they both eat mainly one type of food. Bamboo for pandas and eucalyptus eaves for koalas. Pythons however are generalists, meaning they eat almost anything. The main difference between pandas, pythons, and koalas is that pandas and koalas can not live outside their natural habitat because they would starve, but pythons can live anywhere and still find food."
6115,3,1,1,Pandas and a koalas are similar because they ar specialist so they only know how to survive in there environment. Both the panda and the koala are different from the python because the python is a generalist. Generalist can live and survive anywhere.
6116,3,2,2,"Chinese pandas and Australian koalas are both specialist, needing stability, the mainfood source they eat, and to not have change as explained in paragraph 21. A python is a generalist and is able to adapt to new climate and have multiple food sources and can live in multiple places because the earth ""favors generalists over specialists""."
6117,3,2,2,"Pandas in China are similar to koalas in Australia because they are both specialists. Pandas eat almost nothing but bamboo, and koalas eat almost nothing but eucalyptus leaves. Pythons differ from these two mammals because they are generalists. They devour various types of animals, and can survive most climates."
6118,3,2,2,"Pandas in China and Koalas in Australia are similar because they are categorized as ""specialists"", meaning they most have very particular circumstances in order to live. The Pandas eat almost nothing but bamboo, and Koalas eat eucalyptus leaves almost exclusively. This is different from pythons because they have a much broader spection of food and will eat many different things in order to survive one ever tried to swallow aligator."
6119,3,1,1,Pandas in China only bamboo almost everyday and koalas in Australia eat leafs so they both are vegetihirian animals while pythons are meat eaters the eat and any meat they can get.
6120,3,0,0,"Panda's in China are similar to koalas in Australia because they both need a wet, hot, climate. They are both different from pythons because pythons can't move into colder climates. Panda's and koalas can because they are bigger and fatter."
6122,3,0,0,Pandas in China share traits with koalas in Australia. They both have the same diet which is bamboo. They also live in the same climate
6125,3,2,2,"Pandas in China are similar to koalas in Australia because, they are specialist organisms. They cannot move from their native land, China an Australia, because they can only live off of that environment's climate and food source. Pythons are different because they are generalists. They are capable of moving around to different environments. Pythons have been seen in many different places."
6126,3,2,2,"China's panda and Australia's koalas are similar because they both are picky eaters. Koalas eat pretty much only eucalyptus leaves and pandas eat bamboo. These two differ from pythons becuse pythons will eat any kind of meat or animals. They eat rats, mice, beck one try'd to eat a crocodile."
6127,3,1,1,"Pandas and koalas are both ""specialists"" meaning they can only survive in one area because their food source is rare. Pythons on the other hand can adapt to other areas, there concidered ""Generalists"" so they could live any where that has the right climate."
6128,3,1,1,"Pandas in China are very similar to koalas in Australia. Pandas only consume bamboo while koala bears eat eucalyptus leaves. In contrast, pythons can swallow a alligator whole. If a python can swallow a alligator whole it can definetely eat a human. Therefore pandas and koalas are much less harmless than pythons."
6129,3,1,2,Pandas in China and koalas in Australia are similar because they are both specialist species. Both need to have certain foods like bamboo and eucalyptus leaves and a stable invironment to survive.They both differ from pythons because pythons are generalists which can survive and adapt to almost any living condition and do not need a stable enviorment to survive.
6131,3,2,2,"Both pandas and koalas have specific dietary needs, and need to stay in an environment where there is an abundance of this food. Pandas need bamboo and koalas need eucalyptus leaves, Unlike the python which can eat any other animal. The python is a generalist and would have an easier time living anywhere compared to pandas and koalas which are specialists."
6134,3,2,2,"The pandas in China barely eat anything but bamboo, they're similar in that way to the Australian koala bear, which eats eucalyptus leaves exclusively. Both of these animals differ from the pythons which can probably adapt to new places and eat almost anything from rats to even alligators. ""The Everglades in 2005: A python swallowed an alligator."" thats a big difference to me."
6136,3,0,0,"Pandas in China and koalas in Australia are similar because they are both specialist species, they also are different from pythons because pyton are generalist species. ""A specialists is China's panda, or Australia's koala bears"", ""A generalist is a raccoon, a python, a python, a cockroach, a white tailed deer"". Both are specialists specites."
6138,3,1,1,Pandas & koala bears are similar because they only eat one thing & they are harmful to other animals 7 wont switch their diets like a python would.
6139,3,0,0,"The panda and the koala are harmless animals. They do not eat rats, alligators, or humans. They are different like snakes."
6141,3,0,0,The pandas and koalas are similar because they both live lone lives because the are firendly with human intention and they both only eat one thing pandas eat bambo and koalas eat everglades.
6144,3,2,2,"Pandas and koalas both generally eat only one type of food. Pandas eat bamboo according to paragraph 21. ""...panda, which eats almost nothing but bamboo"" and in that same paragraph it say koalas eat eucalyptus leaves ""almost exclusively."" Pythons are a different story, unlike pandas and koalas, Pythons eat generally anything they can get their mouth around. Like in paragraph 13 a python encountered an alligator and tryed to eat it, which in turn led to its death."
6145,3,0,0,Pandas in china are similar to koalas in Australia because they are both specialists.They both only eat leaves and other greens.
6147,3,2,1,China's Pandas bear will and can only eat bamboo leaves and the Koala can basically the plant. These two are confined to where those plants are. Pythons can eat all types of food and can adapt fast like how they can eat alligators.
6148,3,1,2,Pandas in China and koalas in Australia are similar because they are both specialists and cannot eat other foods besides what is found in their habitats whereas pythons are generalists and can adapt to different foods and environments. An environment change for a python isn't crucial to its health.
6150,3,0,0,"I think the similarities between Chinas panda and Australia's Koala bear are there  habitat "" China's pand, which eats almost nothing but bamboo or Australia's Koala bear, which eats eucalyptus leaves almost exclusively"" They also have almost the same taste in food They eat plants ."
6151,3,1,2,Pandas in China and Koalas in Australia are similar because they are exclusive to these two specific places end unless in captivity these are the only place that they will survive. They're both different from pythons because pythons will eat anything including it adapt easier. Pandas only eat bamboo and koalas only eat eucalyptus leaves.
6152,3,2,1,"Pandas in China are similar to Koalas in Australia because both animals do not eat a variety of foods."" China Panda which eats almost nothing but bamboo or Australia's Koala bears, which eats eucalyptus leaves almost exclusively."" These animals are different from pythons because snakes will eat almost any thing, including alligator."
6154,3,1,2,"Panda in China are similar to koalas in Australia Because they both have a single food source; bamboo and eucalyptus respectively, that is not prevalent around the world, so must live in a certain area. Pythons however can eat almost all small animals, so can therefore live successfully throughout much of the world."
6155,3,1,1,"Pandas in China and Australian Koala bears both are specialists when it comes to grouping of animals. They are considered specialists animals because they both eat specific things "" eats almost nothing but bamboo...eats eucalyptus leaves almost exclusively. ""These two animals are different from pythons because pythons are much more general and specific."
6156,3,1,1,"Pandas in China and kolas in Australia share the feature of being specialist species. These two species can only survive in the specific habitat, this is very different from the python which has adapted to new environments, and can live in many habitats. ""What favors generalists is change, what favors specialists is stability"" (MacInnes)."
6157,3,0,0,Pandas and koalas are similar because all they do is eat all day. And their different from pythons because pythons are a much more dangerous animal. In the story it says in the Everglades in 2005: a python swallowed an alligator: now you don't hear news about pandas or koalas swalling an alligator.
6159,3,0,0,They are both dangerous but dont look it and the difference is the python isn't dangerous but looks it.
6160,3,1,1,"Pandas in China are similar to Koalas in Australia, because they are both classified as specialists, and eat really only one thing. In contrast, pythons are different from both catirely, because they are classified as generalist who can live anywhere and eat anything."
6161,3,1,1,Pandas are similar to Koalas because they only one certain thing. They both eat off of bamboo. Panda eats bamboo and the Koala eats the leaves called eucalyptus. They are both different from a python. Pythons could be very dangerous they can eat very big thing EX. Alligators.
6163,3,1,2,"Pandas and koalas are similar to each other because both are specialists. This means they can only live in a certain region because of certain resources they need, such as what kind of food they eat. The python, however can live outside its homeland as long as it is in a certain climate."
6164,3,0,0,"Pandas an koala bears are similar because they are both specialists. Altho the difference between them and the python; the python isn't a specialist unlike the koala, and panda bear."
6165,3,0,0,"Both pandas and koalas and viewed a generaly ''cute'' animals, and your not usually scared of them because the are herbaviors, but pythons are generaly viewed as ugly'' things and people are usually scared of them because the eat meat."
6166,3,1,2,"Panda in China are similar to koalas in Australia because they favor one food such as the panda favoring and eating ""almost nothing"" but bamboo. They are both different from pythons because pythons will eat anything which can be proved when in a python swallowed an aligator. This moves pandas and koalas different from a python because they only eat one thing."
6167,3,2,1,"According to the article, pandas in China are similar to koalas in Australia and different from pythons because pandas and koalas are specialist species, that is, they live only in a certain place that provides them with the only type of food they eat. In contrast, pythons are a generalist species who can live in many places."
6168,3,1,0,"Pandas in China are similar to koalas in Australia because they don't eat other animals. It said that pandas only eat bamboos and koalas eat eucalyptus leaves, unlike the python it eats other animals for example, it said a python ate a crocodile but then explained."
6170,3,1,1,Pandas and koalas both from different countries only eat one kind of food exclusively. They're different from pythons because pythons have a large varity of foods from many places. '' Animals such as lizards and snakes tend at least in this culture to be less well respected or supported'' that's another difference between them.
6172,3,1,1,"A Chinese panda is similar to an Australian koala because they both eat food that humans don't eat. The panda eats bamboo and the koala eats eucalyptus leaves. They differ from pythons because pythons eat rats and other animals. Skip Snow said, ""Everglades 2005: python swallowed an alligator"" which means it could attack humans!."
6173,3,1,1,"Pandas and koalas have alot more in common that meets the eye. They are both specialists, AKA animals with a selective/exclusive diet. Pythons are diffrent. They are more like people in they way that they will eat anything that comes across there path."
